,Date,Open,Open_vn30,Open_vnind,High,High_vn30,High_vnind,Low,Low_vn30,Low_vnind,Close,Close_vn30,Close_vnind,Volume,Volume_vn30,Volume_vnind
185,2019-05-16,893.5,893.22,975.64,895.9,896.34,981.22,890.0,892.39,975.64,890.0,894.65,975.69,33074.0,35428413.0,162993418.0
186,2019-05-17,893.8,891.93,975.69,894.7,893.44,980.04,891.2,888.56,974.91,892.6,889.48,976.64,66549.0,34758700.0,127648600.0
187,2019-05-20,893.8,890.53,976.48,909.3,900.59,987.13,893.5,888.12,974.47,908.9,900.25,987.13,98830.0,39513010.0,149305641.0
188,2019-05-21,912.0,901.06,987.13,914.1,907.64,992.84,906.6,900.97,986.07,910.6,901.89,986.29,102021.0,95158387.0,194985972.0
189,2019-05-22,911.7,901.36,986.29,912.8,906.99,992.26,906.3,897.27,982.68,908.2,898.51,983.78,90296.0,49294887.0,171588154.0
190,2019-05-23,905.8,897.66,983.78,908.6,899.02,984.57,903.8,892.08,977.17,907.9,896.26,982.83,82873.0,59315916.0,147957147.0
191,2019-05-24,908.0,895.07,982.71,911.9,898.24,983.14,900.0,885.13,970.03,901.0,885.7,970.03,97833.0,46023440.0,150474705.0
192,2019-05-27,898.2,884.48,970.03,903.6,889.45,975.4,898.0,883.95,970.03,902.4,888.82,975.14,80407.0,31492925.0,131838490.0
193,2019-05-28,903.0,889.2,975.14,905.6,891.61,978.8,896.6,883.53,969.51,903.0,890.94,977.98,93218.0,24421280.0,125952464.0
194,2019-05-29,901.6,885.27,972.0,903.9,886.98,974.96,898.0,882.0,969.55,898.0,883.71,971.54,92325.0,36005260.0,141169272.0
195,2019-05-30,897.5,883.52,971.54,900.2,888.68,974.56,896.8,879.58,967.21,898.9,886.16,969.34,569207.0,43976010.0,151487516.0
196,2019-05-31,897.5,883.37,969.34,898.0,884.75,969.94,878.0,876.38,959.88,878.0,876.79,959.88,97234.0,36485390.0,134322063.0
197,2019-06-03,875.0,876.29,959.88,875.3,876.29,959.88,855.9,858.64,940.28,859.0,862.47,946.47,101224.0,64025030.0,178622650.0
198,2019-06-04,861.8,864.08,946.47,866.3,868.67,951.42,856.3,857.94,943.21,865.0,863.65,951.16,121426.0,31240968.0,137443565.0
199,2019-06-05,872.1,864.35,951.16,872.7,871.91,958.39,864.5,863.72,951.16,866.4,864.12,951.41,99414.0,32766570.0,129522382.0
200,2019-06-06,866.8,864.04,951.41,866.8,865.16,951.41,853.9,851.47,939.35,866.5,859.38,948.21,136732.0,40092197.0,123793646.0
201,2019-06-07,868.2,861.31,948.21,874.8,869.12,958.28,867.1,860.64,948.21,874.8,868.87,958.28,86821.0,34814331.0,141376145.0
202,2019-06-10,878.5,869.56,958.28,883.0,877.45,966.9,875.0,866.79,958.28,878.5,871.07,961.57,96942.0,42707059.0,137598847.0
203,2019-06-11,877.1,872.49,962.9,880.9,874.32,964.81,875.7,870.0,959.98,877.0,871.72,962.07,87100.0,36026130.0,131012850.0
204,2019-06-12,874.9,870.91,962.07,876.1,871.64,962.07,868.7,865.88,953.83,868.7,867.75,955.88,95576.0,39723701.0,114591623.0
205,2019-06-13,865.6,865.42,954.17,865.8,865.42,954.17,858.1,857.72,946.29,865.0,857.91,950.08,125696.0,29295160.0,121685877.0
206,2019-06-14,865.7,859.68,950.08,865.9,864.29,954.7,858.9,859.08,948.65,858.9,861.72,953.53,92807.0,43082050.0,128883784.0
207,2019-06-17,860.4,861.65,953.61,860.9,862.36,955.18,852.6,851.14,944.47,854.0,853.5,946.95,87715.0,40591725.0,156815418.0
208,2019-06-18,851.6,852.99,946.95,852.9,853.95,947.3,848.1,845.4,938.95,851.6,847.65,944.01,74663.0,65574757.0,155347364.0
209,2019-06-19,857.2,848.17,944.01,857.9,854.81,950.04,854.2,848.17,944.01,856.8,852.54,949.69,39628.0,41392165.0,141558405.0
210,2019-06-20,856.9,854.34,949.69,867.7,867.91,962.33,856.2,853.96,948.97,865.0,867.06,959.18,38661.0,74007810.0,179020939.0
211,2019-06-21,883.8,864.59,959.18,885.0,870.35,964.52,879.0,864.44,959.12,885.0,868.17,959.12,77707.0,51553307.0,197693652.0
212,2019-06-24,884.5,866.53,959.2,889.0,873.33,967.11,881.6,866.53,959.2,881.6,869.34,962.63,86004.0,51757420.0,144480110.0
213,2019-06-25,879.7,868.94,962.85,881.5,870.37,963.23,875.1,866.25,960.06,875.1,869.54,960.06,97557.0,50101227.0,156229492.0
214,2019-06-26,873.5,868.5,960.13,875.7,870.52,962.7,871.9,865.67,958.38,872.6,867.65,959.13,82131.0,116910870.0,232851866.0
215,2019-06-27,873.0,866.81,959.13,873.5,867.08,959.48,856.9,858.08,943.11,856.9,859.02,943.11,98489.0,42186339.0,151727877.0
216,2019-06-28,854.8,854.41,943.11,867.9,860.87,949.82,846.9,847.77,939.12,867.9,856.85,948.47,134483.0,64301779.0,160201444.0
217,2019-07-01,877.0,864.24,949.94,889.0,876.39,965.61,876.2,864.24,949.94,888.4,875.46,965.61,83943.0,54911130.0,156823579.0
218,2019-07-02,886.0,876.26,965.61,886.4,877.08,966.76,873.3,870.71,959.8,874.0,874.75,961.98,162600.0,38110766.0,130590742.0
219,2019-07-03,871.5,872.92,961.98,874.7,872.92,961.98,866.5,865.59,956.91,874.0,869.11,960.39,136789.0,42070003.0,133918913.0
220,2019-07-04,878.9,869.58,960.39,888.0,879.53,973.04,878.4,869.58,960.39,886.0,878.5,973.04,112697.0,63138676.0,180720573.0
221,2019-07-05,887.0,879.72,973.04,887.0,882.19,975.34,882.2,876.28,970.16,882.5,879.74,975.34,99465.0,37197618.0,131715286.0
222,2019-07-08,877.9,880.23,975.34,878.4,880.23,975.34,867.0,867.35,963.84,873.5,872.42,968.14,102246.0,46756656.0,160908889.0
223,2019-07-09,871.5,870.92,966.35,875.5,872.52,969.05,866.9,866.32,963.05,874.5,870.88,969.05,118718.0,50502307.0,163979397.0
224,2019-07-10,879.0,872.21,969.05,883.2,878.32,974.96,876.5,872.2,969.05,877.6,877.0,974.18,95626.0,42431505.0,146272987.0
225,2019-07-11,884.0,876.12,973.65,885.7,880.88,980.02,879.3,876.12,973.65,880.0,879.41,978.63,982559.0,46155686.0,154673739.0
226,2019-07-12,883.9,879.1,978.63,884.2,883.15,982.1,873.6,874.56,974.32,873.6,875.56,975.4,109775.0,47504090.0,156084779.0
227,2019-07-15,870.3,874.99,975.4,879.0,876.82,975.66,870.3,870.84,970.93,879.0,872.55,971.85,102320.0,42941378.0,129767131.0
228,2019-07-16,877.4,873.71,972.53,882.4,880.63,982.11,876.8,873.71,972.53,880.8,879.79,982.11,694025.0,42649989.0,159883160.0
229,2019-07-17,881.1,880.91,982.11,882.7,882.85,985.59,877.0,877.59,979.05,878.0,880.31,982.57,67671.0,55894717.0,158355680.0
230,2019-07-18,876.0,879.75,982.57,876.9,879.75,982.57,870.8,871.09,975.01,870.8,874.31,976.05,26981.0,41126058.0,137440876.0
231,2019-07-19,880.4,870.81,976.05,882.4,881.16,986.12,878.6,870.81,976.05,880.5,877.76,982.71,74222.0,57226590.0,166375373.0
232,2019-07-22,878.1,880.79,982.34,880.8,885.42,985.13,874.8,878.39,980.08,874.8,880.96,982.86,68774.0,56694885.0,145588506.0
233,2019-07-23,876.7,879.62,982.04,887.4,888.42,990.45,875.1,878.22,980.22,886.0,888.42,989.46,105332.0,64275303.0,167640763.0
234,2019-07-24,887.4,888.26,989.46,889.5,892.81,994.85,883.2,885.66,986.34,885.0,887.35,988.41,103712.0,45779790.0,157754377.0
235,2019-07-25,884.3,887.39,988.41,889.3,892.31,997.49,883.9,885.19,986.85,885.0,891.73,994.95,89546.0,53494889.0,163618610.0
236,2019-07-26,885.0,890.41,994.95,886.2,891.9,998.52,882.9,886.09,992.97,886.2,888.24,993.35,65647.0,50632932.0,143555732.0
237,2019-07-29,886.0,887.84,993.35,888.3,889.97,996.46,882.5,880.92,988.29,885.9,887.86,996.46,81706.0,48092850.0,123586863.0
238,2019-07-30,887.7,888.54,997.94,888.5,892.38,1002.77,874.5,880.72,990.78,874.5,880.94,990.9,92534.0,35486500.0,132856535.0
239,2019-07-31,873.3,877.92,986.02,885.0,883.97,993.4,873.2,874.39,982.64,885.0,883.97,993.4,92561.0,52386096.0,147830240.0
240,2019-08-01,881.3,883.19,991.66,883.7,887.0,996.87,876.7,881.52,990.88,882.5,885.82,995.82,125711.0,62293563.0,194582155.0
241,2019-08-02,876.9,887.39,997.39,881.5,887.39,997.39,875.4,877.76,985.69,880.5,885.73,991.39,91989.0,54573776.0,172582712.0
242,2019-08-05,877.1,885.29,991.1,878.9,885.29,991.1,873.4,872.4,974.29,874.0,875.91,978.66,80808.0,68343040.0,167320962.0
243,2019-08-06,862.9,872.39,973.15,868.8,872.39,973.15,860.7,858.02,958.39,868.0,864.08,964.61,114874.0,57484237.0,194510593.0
244,2019-08-07,868.0,866.13,964.61,869.0,872.05,971.96,863.4,863.57,961.64,865.0,868.18,965.93,88394.0,43679946.0,210677349.0
245,2019-08-08,868.1,868.27,965.93,871.3,877.32,975.83,865.2,866.69,964.21,869.2,875.01,975.24,89059.0,90547779.0,211825135.0
246,2019-08-09,871.4,875.81,975.24,872.5,880.29,978.69,869.6,874.51,974.33,869.7,879.89,974.34,69862.0,44301965.0,183678159.0
247,2019-08-12,870.1,878.62,974.34,875.3,883.41,977.63,869.5,877.33,973.22,874.7,883.41,975.31,47781.0,42402690.0,159257802.0
248,2019-08-13,872.4,882.23,975.31,873.4,882.23,975.31,869.2,875.32,964.03,872.1,877.83,966.83,46468.0,52906830.0,170720181.0
249,2019-08-14,876.5,877.97,966.83,879.7,886.8,975.99,876.4,877.97,966.83,877.6,884.76,974.32,38827.0,37674790.0,124251492.0
250,2019-08-15,868.8,880.51,968.91,890.4,880.88,971.0,867.7,867.95,955.76,890.4,880.71,970.98,29669.0,40040230.0,150518183.0
251,2019-08-16,877.1,890.78,979.38,889.2,900.31,985.61,876.0,886.87,974.88,879.1,892.94,980.0,100304.0,72045079.0,182486919.0
252,2019-08-19,881.9,892.44,980.0,884.7,897.03,985.48,880.0,889.34,979.17,883.5,891.41,981.04,83239.0,45407640.0,140386664.0
253,2019-08-20,882.8,891.78,981.03,884.4,894.75,985.35,881.0,890.96,981.03,882.3,894.26,985.16,66158.0,44523814.0,150867814.0
254,2019-08-21,882.9,894.45,984.67,887.9,901.25,995.44,882.7,892.05,983.3,887.3,900.11,994.38,82587.0,59444011.0,184953641.0
255,2019-08-22,888.5,900.54,994.38,890.0,904.41,998.67,885.0,899.58,993.23,886.6,901.31,997.26,64602.0,36433530.0,144262208.0
256,2019-08-23,887.6,901.29,997.26,889.5,902.5,998.21,886.1,896.87,990.83,887.8,900.69,992.45,52534.0,63988440.0,152849155.0
257,2019-08-26,881.4,900.53,992.45,885.7,900.53,992.45,880.8,887.05,977.0,885.5,892.78,983.41,76157.0,62567986.0,162958356.0
258,2019-08-27,886.6,892.48,982.88,887.7,899.29,988.49,881.0,888.22,976.79,881.0,890.37,976.79,60271.0,71529210.0,187344554.0
259,2019-08-28,882.0,886.91,976.79,882.8,890.58,981.35,878.5,885.23,976.79,880.9,887.24,977.26,73645.0,43458783.0,143523864.0
260,2019-08-29,880.9,886.08,977.26,884.6,888.05,978.78,880.0,882.14,973.34,884.6,888.05,978.59,57345.0,41377409.0,134916340.0
261,2019-08-30,887.0,889.13,978.59,887.3,893.57,984.87,884.2,888.83,978.59,886.0,891.94,983.52,51742.0,40073301.0,122986740.0
262,2019-09-03,885.5,892.51,984.06,886.6,894.11,985.21,882.9,886.02,978.62,883.1,888.02,979.63,36193.0,69665401.0,147290981.0
263,2019-09-04,884.4,888.97,979.36,887.2,890.31,979.91,882.9,883.91,973.37,887.0,887.06,977.23,54121.0,56355036.0,140681944.0
264,2019-09-05,888.7,887.12,977.63,888.8,891.43,981.67,885.6,886.75,977.63,886.0,887.8,978.08,47696.0,51156650.0,142850911.0
265,2019-09-06,886.4,886.1,976.79,887.7,889.49,978.73,885.4,884.9,973.87,886.9,886.25,975.08,42575.0,58152220.0,133210793.0
266,2019-09-09,887.0,885.95,974.08,887.5,887.01,975.03,885.9,883.43,972.47,886.0,886.66,974.12,22299.0,61183780.0,146571479.0
267,2019-09-10,886.0,885.61,974.12,886.4,888.57,977.44,882.6,881.04,968.36,882.6,883.08,970.43,44570.0,49920310.0,140467103.0
268,2019-09-11,883.0,883.04,970.26,884.7,886.12,973.13,882.6,881.34,967.14,884.7,884.83,968.4,38377.0,51723500.0,128707667.0
269,2019-09-12,886.0,885.52,969.31,887.8,893.39,975.77,885.7,885.52,969.31,887.1,892.69,975.04,35880.0,39762371.0,118173230.0
270,2019-09-13,887.3,894.32,976.07,902.4,904.7,987.22,887.3,893.8,975.95,901.6,904.7,987.22,62852.0,64557814.0,180469753.0
271,2019-09-16,902.4,905.05,987.22,904.0,909.7,992.6,900.4,902.82,986.72,902.2,907.28,989.58,41296.0,69733921.0,166283031.0
272,2019-09-17,901.2,908.6,989.86,908.8,912.89,996.15,901.2,904.36,986.96,908.0,911.32,995.18,48471.0,57328912.0,192514236.0
273,2019-09-18,908.1,912.38,996.74,911.7,915.09,998.4,906.0,911.08,993.94,910.5,912.82,995.06,51253.0,75123720.0,163905583.0
274,2019-09-19,911.8,913.48,995.15,917.1,915.98,997.2,908.7,909.88,990.55,917.1,915.96,995.09,42939.0,56571770.0,161892816.0
275,2019-09-20,914.4,918.88,997.1,915.3,920.77,998.56,911.6,914.55,992.33,914.0,915.21,992.75,51552.0,56008580.0,154525103.0
276,2019-09-23,913.7,915.16,990.36,916.5,918.42,993.98,907.0,910.6,987.54,907.0,911.12,987.8,57886.0,69655116.0,175021633.0
277,2019-09-24,907.3,909.98,985.75,911.3,914.02,991.36,906.9,908.03,984.94,909.9,910.16,988.13,70421.0,59066915.0,159986293.0
278,2019-09-25,908.5,910.76,988.13,913.2,913.09,989.18,905.9,906.6,983.06,911.1,912.61,988.41,70160.0,67595960.0,146686774.0
279,2019-09-26,912.5,912.42,987.3,916.6,917.29,991.66,911.3,911.57,986.35,916.1,916.92,990.75,72656.0,52185701.0,146619711.0
280,2019-09-27,915.3,918.1,990.75,924.5,925.58,998.34,915.2,917.72,990.75,923.0,925.01,997.84,87144.0,59037480.0,172801596.0
281,2019-09-30,925.8,924.83,997.84,935.0,930.88,1004.17,922.1,922.66,996.51,922.1,923.12,996.75,94594.0,53442886.0,152868972.0
282,2019-10-01,923.6,922.89,996.56,930.0,926.13,999.72,921.8,921.69,996.2,930.0,925.93,999.59,95532.0,92183400.0,205797116.0
283,2019-10-02,929.0,926.31,999.59,931.3,927.43,1000.93,918.4,917.68,989.63,920.8,919.22,991.19,100075.0,60832822.0,169274993.0
284,2019-10-03,916.8,919.73,991.19,926.0,919.73,992.45,914.3,911.6,983.35,926.0,918.99,992.45,86857.0,59979640.0,172046842.0
285,2019-10-04,925.6,921.7,992.45,926.8,924.36,994.81,917.2,915.77,988.22,918.6,916.98,988.22,94539.0,65460760.0,185923908.0
286,2019-10-07,919.0,915.16,987.59,920.1,917.36,990.34,911.5,908.43,983.45,912.2,908.78,983.45,68447.0,52806791.0,170961104.0
287,2019-10-08,912.8,907.5,983.09,918.8,915.34,988.51,911.8,906.88,981.89,916.6,915.09,988.45,84929.0,60426480.0,149010547.0
288,2019-10-09,916.0,915.27,988.22,918.7,917.9,992.0,911.5,912.48,986.74,914.8,914.51,987.83,73897.0,63468560.0,171186873.0
289,2019-10-10,915.0,914.54,987.83,918.3,917.08,990.89,913.0,912.2,986.93,913.0,914.17,987.38,76849.0,55214978.0,178082210.0
290,2019-10-11,915.6,913.05,987.38,917.4,917.14,991.84,914.0,912.94,987.38,915.5,915.15,991.84,69772.0,55519440.0,158146788.0
291,2019-10-14,919.9,916.68,991.84,925.3,924.69,997.25,919.0,916.68,991.84,922.7,922.79,993.57,57511.0,76648142.0,189875729.0
292,2019-10-15,922.7,921.91,993.57,924.5,924.79,994.75,921.2,920.63,990.74,924.2,922.85,993.53,52361.0,62794720.0,168635617.0
293,2019-10-16,926.4,923.27,993.05,927.4,927.91,997.41,923.6,923.26,993.05,923.6,924.54,994.46,52186.0,53159430.0,180550005.0
294,2019-10-17,924.0,924.64,994.46,926.2,924.79,995.81,918.8,920.52,991.19,918.8,924.02,994.49,47138.0,61616575.0,159295840.0
295,2019-10-18,923.8,919.1,989.82,924.2,922.62,993.03,919.0,916.87,988.41,921.4,918.49,989.47,49030.0,46239780.0,143014120.0
296,2019-10-21,920.5,919.13,989.2,920.6,919.13,989.2,917.5,913.97,984.91,918.1,916.55,985.86,47353.0,54677116.0,185640544.0
297,2019-10-22,919.9,914.0,983.56,920.8,917.61,987.59,918.0,912.7,983.52,919.2,917.32,987.19,45364.0,47020570.0,216794197.0
298,2019-10-23,919.2,916.81,987.19,919.5,918.83,989.61,917.3,915.87,985.52,919.5,918.09,986.76,42755.0,48243134.0,147042108.0
299,2019-10-24,920.3,919.61,987.79,925.8,924.42,992.84,920.0,919.17,987.65,925.8,924.24,992.84,46732.0,50619540.0,142289825.0
300,2019-10-25,925.7,925.25,993.6,927.0,926.72,996.67,924.1,923.56,992.91,925.9,926.38,996.55,48835.0,48033790.0,158701998.0
301,2019-10-28,927.6,927.05,996.57,929.4,929.93,999.94,925.2,925.8,996.48,926.5,926.91,996.48,47232.0,55886148.0,171134390.0
302,2019-10-29,927.0,925.97,996.48,927.7,928.38,999.88,925.6,924.3,995.87,926.0,924.91,995.87,32620.0,54289743.0,239288827.0
303,2019-10-30,925.5,923.97,995.87,931.7,928.85,1003.4,925.0,922.67,994.86,928.4,925.42,1000.89,65856.0,51973820.0,176884463.0
304,2019-10-31,929.7,925.07,1000.89,931.1,928.88,1004.4,924.6,922.06,998.58,926.5,922.73,998.82,60370.0,46282670.0,213780348.0
305,2019-11-01,926.9,922.68,998.82,934.9,934.21,1015.88,926.1,922.46,998.82,933.5,933.74,1015.59,65676.0,102016745.0,238081656.0
306,2019-11-04,937.0,933.55,1015.59,938.8,941.46,1023.92,935.3,932.31,1015.59,937.0,940.84,1022.95,55674.0,81855684.0,210299397.0
307,2019-11-05,937.0,940.25,1022.43,939.5,944.62,1026.53,936.2,938.73,1021.63,938.0,942.64,1024.17,48988.0,61824927.0,192865946.0
308,2019-11-06,937.4,942.34,1024.34,940.3,945.43,1028.97,937.1,940.76,1023.42,937.9,941.95,1024.91,43372.0,69183850.0,216944537.0
309,2019-11-07,937.9,942.38,1024.91,941.8,945.26,1028.45,937.0,940.23,1022.61,941.8,942.78,1024.09,36326.0,73359753.0,171457249.0
310,2019-11-08,942.0,944.25,1024.03,943.1,948.37,1027.39,940.1,942.19,1021.11,942.5,944.76,1022.49,41631.0,70555040.0,175601410.0
311,2019-11-11,941.3,944.7,1022.49,941.8,946.55,1024.77,938.7,938.78,1016.35,939.2,939.0,1016.35,31339.0,70145970.0,176831508.0
312,2019-11-12,940.1,939.72,1016.75,944.3,942.55,1021.84,939.4,937.95,1015.97,942.9,939.99,1018.42,53715.0,52776078.0,188150494.0
313,2019-11-13,941.4,939.82,1018.33,942.6,941.13,1020.09,935.7,930.84,1010.8,937.2,931.71,1012.77,63492.0,131678481.0,283083469.0
314,2019-11-14,937.9,932.6,1012.77,938.4,935.72,1016.71,933.1,927.14,1010.6,934.7,928.38,1012.3,50119.0,64086280.0,206452272.0
315,2019-11-15,935.3,928.44,1012.3,937.1,930.84,1015.16,931.8,922.59,1005.1,933.8,927.3,1010.88,65798.0,62734750.0,184597368.0
316,2019-11-18,934.5,927.36,1010.03,935.1,929.18,1012.09,927.8,920.52,1002.63,929.0,920.52,1003.0,53604.0,58396490.0,180277237.0
317,2019-11-19,929.8,920.95,1002.91,930.3,924.95,1007.2,927.1,919.95,1001.35,929.7,924.72,1006.79,52256.0,76566808.0,197991243.0
318,2019-11-20,929.2,926.07,1008.35,929.6,926.67,1009.21,921.0,917.23,1000.65,921.0,918.24,1001.81,55407.0,66847280.0,186559677.0
319,2019-11-21,918.1,917.0,1000.56,918.8,917.06,1000.56,899.0,906.98,987.89,899.0,910.17,987.89,60441.0,62210039.0,207684655.0
320,2019-11-22,909.5,898.23,987.89,910.5,906.93,993.7,893.2,885.83,971.03,901.5,886.09,971.11,87269.0,70970087.0,189237303.0
321,2019-11-25,902.6,892.31,977.78,903.3,896.43,979.6,894.5,886.81,971.24,902.9,892.76,976.03,94785.0,50814550.0,178731056.0
322,2019-11-26,904.8,894.8,976.35,907.2,900.72,981.96,903.6,894.8,976.35,905.5,900.54,981.11,57442.0,62294920.0,161499186.0
323,2019-11-27,905.7,897.5,976.79,906.7,901.1,982.76,897.8,895.89,976.79,899.5,897.08,978.17,74963.0,51710594.0,191611692.0
324,2019-11-28,896.0,895.06,978.17,896.4,895.42,979.17,887.9,883.16,967.68,892.3,885.4,968.99,80270.0,67132711.0,158920452.0
325,2019-11-29,891.3,885.7,970.39,894.7,888.41,972.89,889.8,882.68,968.03,891.1,887.58,970.75,67369.0,53035763.0,161448979.0
326,2019-12-02,892.3,887.47,970.75,893.0,889.47,972.91,878.0,876.08,958.3,878.0,876.38,959.31,83446.0,71274515.0,206408277.0
327,2019-12-03,875.1,875.1,959.31,884.3,877.96,960.82,871.1,865.74,950.96,875.1,869.72,953.37,131387.0,73424028.0,226455520.0
328,2019-12-04,871.5,868.68,953.43,887.8,879.59,963.07,871.5,865.31,950.13,887.8,878.7,962.62,119092.0,66819320.0,168075999.0
329,2019-12-05,887.6,883.56,965.9,889.5,886.36,969.53,883.7,878.39,962.16,885.0,878.96,963.27,70075.0,55456421.0,179511136.0
330,2019-12-06,885.6,879.32,963.27,888.5,882.59,965.41,884.2,875.99,960.99,884.7,880.47,963.56,67658.0,54860080.0,167403918.0
331,2019-12-09,885.5,880.43,963.56,887.4,882.58,967.57,875.6,876.01,962.59,879.2,879.96,966.38,65351.0,63272990.0,261016415.0
332,2019-12-10,878.7,879.94,966.06,879.7,880.22,966.58,872.0,870.25,955.14,877.0,872.15,960.3,92670.0,80846587.0,234365982.0
333,2019-12-11,877.0,873.16,960.3,884.0,876.91,961.39,870.8,869.15,954.56,884.0,876.43,960.33,93878.0,73491591.0,188734901.0
334,2019-12-12,884.1,878.27,961.78,887.3,885.73,968.39,882.5,878.27,961.78,885.0,884.74,968.17,63920.0,47715007.0,197849354.0
335,2019-12-13,888.3,884.8,968.17,888.8,888.53,971.84,881.0,881.0,965.93,881.5,883.37,965.93,68484.0,72999350.0,203551682.0
336,2019-12-16,880.8,880.55,966.18,882.4,880.55,966.18,875.6,874.06,960.39,877.4,878.72,963.48,64690.0,76375960.0,254003575.0
337,2019-12-17,877.8,876.65,961.47,877.9,877.63,962.79,868.0,867.13,954.68,868.0,867.3,954.93,72973.0,63923576.0,245871262.0
338,2019-12-18,867.0,867.44,954.03,868.0,867.69,954.18,860.8,861.05,949.86,861.5,862.35,951.25,76760.0,68831290.0,311476205.0
339,2019-12-19,862.5,863.16,951.13,867.6,867.25,955.85,859.4,858.76,946.74,861.2,864.57,952.26,74468.0,58471040.0,209792638.0
340,2019-12-20,866.0,862.23,952.26,870.4,869.52,957.52,864.5,862.23,952.26,869.4,869.42,957.52,69556.0,51243910.0,179692584.0
341,2019-12-23,870.7,868.37,956.41,875.9,872.75,960.71,868.1,868.37,956.41,868.1,868.96,959.45,76494.0,69023240.0,201994910.0
342,2019-12-24,867.8,868.2,959.43,871.5,869.89,959.43,862.8,864.86,953.29,871.5,869.7,958.88,99011.0,57515866.0,228401808.0
343,2019-12-25,873.0,869.88,958.88,876.0,874.93,962.83,871.5,869.22,957.5,873.8,873.19,960.92,67487.0,54198824.0,233955278.0
344,2019-12-26,873.9,873.18,960.92,877.5,874.87,962.11,871.1,869.57,957.43,871.1,872.27,958.59,72415.0,71986470.0,259899240.0
345,2019-12-27,870.2,872.07,958.59,879.3,875.48,961.82,868.7,867.95,954.19,879.3,875.08,961.54,72451.0,45934450.0,161931724.0
346,2019-12-30,880.5,876.38,963.51,881.8,881.27,967.52,876.8,876.13,962.47,878.3,880.61,964.53,56581.0,32828120.0,167800691.0
347,2019-12-31,878.2,880.29,965.03,879.8,881.98,965.71,874.9,876.66,958.22,876.3,878.34,960.99,62291.0,57409348.0,184291302.0
348,2020-01-02,877.5,879.06,960.99,886.3,885.69,966.67,876.6,876.87,959.67,886.3,884.97,966.67,70480.0,94441780.0,195299478.0
349,2020-01-03,887.1,884.96,966.67,887.7,890.38,970.88,879.5,883.6,965.14,879.5,884.62,965.14,70389.0,40747030.0,164140794.0
350,2020-01-06,877.5,884.52,965.14,883.3,884.52,965.14,871.6,872.88,955.59,872.0,873.33,955.79,83770.0,50297990.0,178354857.0
351,2020-01-07,873.8,872.34,955.79,877.5,877.34,959.46,871.7,870.49,953.19,875.0,876.24,958.88,82989.0,55188733.0,172443845.0
352,2020-01-08,868.0,876.7,958.88,870.9,876.7,958.88,863.4,861.51,945.28,863.7,866.57,948.98,90489.0,112922694.0,305790814.0
353,2020-01-09,869.2,865.18,948.98,876.1,878.43,960.73,868.7,865.18,948.98,874.8,877.21,960.15,75461.0,56745780.0,156622544.0
354,2020-01-10,876.1,877.76,960.15,884.2,888.09,969.71,875.4,877.7,960.15,878.7,883.42,964.79,81716.0,71511890.0,203574969.0
355,2020-01-13,880.9,885.52,968.54,883.0,885.52,968.63,877.7,881.35,964.79,879.5,882.33,966.63,69842.0,40508663.0,132705163.0
356,2020-01-14,880.5,881.79,965.84,885.6,886.83,968.85,880.1,880.58,965.76,882.3,885.48,967.0,74369.0,96827694.0,187005397.0
357,2020-01-15,882.0,884.77,967.0,884.0,886.33,967.69,880.1,882.79,964.84,883.8,884.41,967.56,59791.0,41693690.0,136938558.0
358,2020-01-16,886.5,885.36,967.56,892.3,892.2,974.7,885.6,883.83,967.17,892.1,891.66,973.3,54457.0,76130047.0,178551300.0
359,2020-01-17,895.0,891.96,974.31,895.3,897.63,980.02,889.5,891.36,973.79,893.5,894.46,978.66,68985.0,72218932.0,147077468.0
360,2020-01-20,893.0,894.84,978.96,897.0,896.58,979.85,891.6,891.75,975.93,896.9,896.04,978.63,60257.0,54354020.0,139204317.0
361,2020-01-21,896.0,897.4,978.63,904.6,907.51,986.05,896.0,897.4,978.63,902.2,906.43,985.71,63328.0,57563410.0,143109536.0
362,2020-01-22,902.7,906.52,986.37,909.1,909.33,991.46,901.8,903.27,983.92,909.0,908.36,991.46,64281.0,51357380.0,148982755.0
363,2020-01-30,903.8,909.09,991.46,904.0,909.09,991.46,873.0,870.53,954.0,873.0,877.0,959.58,105632.0,77749640.0,195247379.0
364,2020-01-31,879.1,875.82,959.58,879.2,876.59,960.96,850.0,851.47,937.09,852.0,852.49,937.09,139324.0,101143860.0,246087013.0
365,2020-02-03,847.1,848.63,936.62,850.0,848.63,936.62,812.1,803.91,891.85,841.0,839.32,926.27,183620.0,107227610.0,288373545.0
366,2020-02-04,844.8,842.67,928.14,850.9,849.8,934.91,831.2,833.93,919.33,842.2,844.03,929.09,194912.0,71873480.0,190753831.0
367,2020-02-05,848.5,845.52,929.09,849.5,854.72,936.33,835.9,840.41,921.89,841.8,846.31,927.23,139923.0,70896163.0,180064372.0
368,2020-02-06,846.2,845.31,925.91,861.2,861.09,938.54,844.2,842.68,925.21,860.5,860.63,938.54,140367.0,97026169.0,221267211.0
369,2020-02-07,856.4,862.86,938.54,859.3,865.91,943.48,850.7,858.02,935.94,857.0,861.91,940.75,125635.0,74012170.0,187226622.0
370,2020-02-10,850.4,863.49,940.75,851.4,863.49,940.75,845.6,848.21,926.61,846.1,853.63,930.73,105052.0,47531937.0,151410368.0
371,2020-02-11,849.0,852.87,930.73,856.4,859.38,936.04,847.8,852.87,930.73,850.3,855.32,934.67,103659.0,65349620.0,177281774.0
