,Date,Open,Open_vn30,Open_vnind,High,High_vn30,High_vnind,Low,Low_vn30,Low_vnind,Close,Close_vn30,Close_vnind,Volume,Volume_vn30,Volume_vnind
372,2020-02-12,849.1,856.39,934.67,864.6,870.1,943.11,849.1,856.39,934.67,856.6,865.24,938.14,128526.0,96465100.0,222887027.0
373,2020-02-13,855.8,863.23,937.68,856.9,864.79,939.1,849.7,858.46,934.47,855.1,863.25,937.89,131133.0,68808020.0,166948565.0
374,2020-02-14,859.5,864.16,938.24,863.8,868.84,940.65,858.3,863.14,936.47,861.8,867.36,939.15,126261.0,92083420.0,190595908.0
375,2020-02-17,863.2,865.86,937.45,865.4,867.45,938.52,859.5,862.75,931.66,863.8,866.35,934.77,86306.0,57049820.0,181773702.0
376,2020-02-18,862.6,866.27,934.77,863.9,866.61,934.98,856.0,858.61,926.01,856.0,862.03,927.93,74707.0,67734954.0,186001696.0
377,2020-02-19,857.5,861.71,927.93,865.8,865.4,931.66,856.5,859.65,925.86,865.8,863.07,928.45,82723.0,62257420.0,184999519.0
378,2020-02-20,867.5,863.84,928.76,873.5,872.86,937.93,865.9,863.84,928.76,871.7,870.4,937.1,64539.0,56906660.0,187511811.0
379,2020-02-21,868.0,871.4,938.13,872.0,877.52,940.53,861.8,868.59,932.32,862.8,869.8,933.09,112375.0,74537866.0,204904680.0
380,2020-02-24,849.9,868.89,933.09,849.9,868.89,933.09,829.0,837.43,903.34,829.0,837.67,903.34,128478.0,102811114.0,297664362.0
381,2020-02-25,825.0,837.4,903.34,842.0,848.08,908.95,820.5,827.81,893.95,841.0,848.06,908.95,162837.0,85911730.0,214724335.0
382,2020-02-26,825.0,849.58,909.67,841.5,849.58,909.67,824.0,837.52,894.25,836.6,841.52,895.97,179965.0,54328450.0,140458840.0
383,2020-02-27,834.5,841.68,895.97,847.2,848.91,899.34,832.7,836.56,889.14,847.2,848.91,898.45,156792.0,56385449.0,154654573.0
384,2020-02-28,833.0,848.34,898.44,837.8,848.34,898.44,816.6,823.09,872.46,830.1,831.78,880.95,203810.0,95996407.0,223538899.0
385,2020-03-02,834.6,831.97,882.19,844.9,837.99,886.45,831.9,827.23,877.31,839.6,836.19,884.43,118761.0,75623180.0,203497280.0
386,2020-03-03,846.5,835.42,884.43,849.3,846.21,896.39,838.0,835.14,884.43,838.0,840.61,893.19,136611.0,61888496.0,198858158.0
387,2020-03-04,836.2,837.99,890.61,842.3,839.26,890.61,834.6,831.2,882.83,841.1,838.97,889.37,123322.0,58242243.0,232343869.0
388,2020-03-05,845.0,837.99,889.37,848.4,846.58,898.43,836.0,836.32,889.37,836.0,838.72,892.98,105182.0,67654719.0,216840151.0
389,2020-03-06,828.8,839.12,893.31,833.6,839.12,893.31,823.0,827.12,882.71,832.3,835.0,891.44,141416.0,63320710.0,211310533.0
390,2020-03-09,796.2,835.97,891.44,798.0,835.97,891.44,774.1,781.12,834.67,774.1,782.16,835.49,131999.0,115809460.0,300668181.0
391,2020-03-10,768.0,782.85,835.49,791.9,794.88,843.28,760.2,762.34,806.63,781.5,784.55,837.5,207615.0,106937470.0,291746760.0
392,2020-03-11,778.9,789.51,837.5,784.0,795.98,844.94,727.0,746.83,794.54,745.0,754.59,803.57,212493.0,99228360.0,287261198.0
393,2020-03-12,718.0,758.16,811.35,721.9,758.16,811.35,694.0,710.33,762.12,694.0,714.57,765.04,194113.0,111715139.0,320857686.0
394,2020-03-13,668.0,719.21,769.25,719.9,722.3,769.25,661.0,674.36,723.42,712.3,716.82,763.3,228204.0,147275610.0,325802666.0
395,2020-03-16,699.0,716.65,761.78,704.9,716.65,761.78,666.0,688.8,737.58,674.9,695.45,747.86,186102.0,96915344.0,287814601.0
396,2020-03-17,682.0,698.18,747.86,704.9,702.36,750.03,675.3,673.21,721.84,700.6,702.36,750.03,216320.0,106923143.0,271990118.0
397,2020-03-18,699.9,699.73,745.78,704.0,705.3,752.65,682.7,695.42,742.12,688.0,701.18,747.66,174759.0,93350307.0,248134064.0
398,2020-03-19,686.0,700.65,747.66,687.6,700.65,747.66,672.3,669.04,714.02,678.0,680.15,728.02,139677.0,69842140.0,327746125.0
399,2020-03-20,672.9,679.55,725.94,677.8,683.55,729.35,668.2,668.9,709.99,672.1,676.96,718.12,145359.0,69115010.0,197292704.0
400,2020-03-23,642.0,673.7,709.73,644.9,673.7,709.73,625.1,628.46,664.23,625.1,631.77,665.43,97093.0,112149607.0,261092012.0
401,2020-03-24,634.0,632.86,666.59,636.6,633.97,666.59,620.2,619.07,652.27,626.0,627.54,659.21,210798.0,90023625.0,241157048.0
402,2020-03-25,639.1,625.43,659.21,649.3,651.74,689.07,636.2,625.43,659.21,648.3,650.27,687.75,167871.0,96558200.0,242783730.0
403,2020-03-26,642.3,652.31,690.25,643.9,655.06,700.76,626.1,639.02,680.1,626.1,647.88,693.86,176064.0,94529450.0,204727159.0
404,2020-03-27,632.5,646.7,694.21,635.0,649.17,703.22,606.3,633.41,682.52,615.0,642.49,696.16,204113.0,108940360.0,247006646.0
405,2020-03-30,604.4,642.23,696.06,604.8,642.23,696.06,578.7,605.0,657.36,583.0,611.79,662.26,202159.0,82496860.0,225827507.0
406,2020-03-31,591.9,613.02,662.26,602.2,629.08,678.64,560.1,598.6,649.1,578.7,610.18,661.43,226261.0,82616590.0,242083080.0
407,2020-04-01,582.8,610.76,662.53,601.0,631.6,684.96,579.0,606.03,657.41,590.0,627.82,680.23,218566.0,93424496.0,242457326.0
408,2020-04-03,603.8,628.79,680.23,615.6,646.79,699.54,603.5,628.79,680.23,613.9,646.79,699.54,181611.0,81242672.0,211289825.0
409,2020-04-06,638.0,649.15,701.8,656.8,681.59,735.08,636.3,649.15,701.8,656.8,681.08,734.87,123780.0,132819379.0,321117849.0
410,2020-04-07,675.0,682.65,736.75,682.0,695.45,749.13,658.6,677.03,730.28,677.0,693.41,746.69,228037.0,114934670.0,288174336.0
411,2020-04-08,661.9,693.61,746.69,675.0,693.66,748.36,657.0,675.26,730.12,675.0,689.66,746.98,193063.0,83604740.0,215493768.0
412,2020-04-09,681.0,691.17,748.02,689.4,704.18,765.87,678.0,691.17,748.02,680.2,696.86,760.33,194931.0,108074170.0,294233799.0
413,2020-04-10,680.2,697.85,760.33,685.9,701.77,764.36,672.1,687.18,751.59,682.0,696.54,759.18,210246.0,146277103.0,324207873.0
414,2020-04-13,676.7,695.74,757.94,696.4,714.58,774.62,676.2,695.74,757.94,689.7,706.61,766.57,202584.0,91294594.0,212345396.0
415,2020-04-14,697.4,706.37,765.79,705.7,712.55,769.53,688.1,699.03,753.85,705.2,711.53,766.18,186742.0,101575870.0,247657958.0
416,2020-04-15,705.9,713.81,767.41,719.5,726.2,779.52,705.9,713.81,767.41,717.5,722.14,776.2,151019.0,103577320.0,279514769.0
417,2020-04-16,716.5,722.8,777.22,728.3,726.71,781.06,714.0,714.52,770.91,725.2,721.8,779.22,102626.0,74577040.0,233666235.0
418,2020-04-17,723.4,726.57,780.7,724.1,736.17,790.95,710.5,726.57,780.7,716.5,735.52,789.95,178181.0,103118128.0,291412375.0
419,2020-04-20,713.6,734.98,789.6,718.5,742.27,797.49,710.0,729.52,786.73,710.0,736.8,795.35,159470.0,104923810.0,313585499.0
420,2020-04-21,703.4,736.31,794.97,703.9,736.31,794.97,668.0,702.61,761.96,670.1,709.19,766.84,230517.0,126183231.0,392644596.0
421,2020-04-22,663.0,706.65,766.84,689.7,718.62,774.94,659.2,692.03,749.97,686.9,716.33,768.92,258419.0,86464530.0,246409693.0
422,2020-04-23,691.0,714.42,768.92,695.8,729.99,785.6,678.9,714.42,768.92,678.9,719.22,774.01,260194.0,65344850.0,200038327.0
423,2020-04-24,680.0,717.49,773.91,698.3,725.14,778.3,675.0,711.14,767.31,697.1,725.06,777.28,235828.0,69612860.0,241439653.0
424,2020-04-27,706.9,725.05,776.66,710.0,735.28,785.74,689.0,720.84,770.77,692.5,721.25,770.77,209723.0,108365524.0,300456737.0
425,2020-04-28,689.0,719.66,770.77,701.4,721.73,776.13,684.2,711.84,763.66,694.0,717.14,767.21,240653.0,71857410.0,214293620.0
426,2020-04-29,695.8,715.74,767.21,706.0,719.18,772.62,692.6,713.62,767.21,702.5,718.85,771.66,223231.0,73667973.0,227186833.0
427,2020-05-04,682.0,715.33,769.11,695.6,716.05,769.73,680.0,706.47,761.64,684.0,709.85,762.47,202008.0,77774588.0,282546263.0
428,2020-05-05,689.0,709.35,762.47,697.1,714.59,767.03,688.2,707.49,760.04,695.3,712.61,764.16,190570.0,55810358.0,202254444.0
429,2020-05-06,696.0,711.01,764.16,718.0,725.94,782.59,695.4,709.77,764.16,718.0,725.94,782.59,179060.0,120943302.0,254905839.0
430,2020-05-07,718.0,725.94,782.59,746.3,739.64,796.54,717.5,725.94,782.59,742.0,738.55,796.54,212402.0,80207670.0,235028238.0
431,2020-05-08,748.2,739.98,796.54,792.4,773.22,825.72,730.0,739.98,796.54,744.0,759.26,813.73,276292.0,150542933.0,368384738.0
432,2020-05-11,758.3,760.15,813.73,774.6,776.51,828.33,748.5,760.15,812.48,762.2,776.48,828.33,241815.0,125263765.0,352948447.0
433,2020-05-12,759.0,777.13,828.33,765.9,783.77,835.95,750.0,766.7,819.87,759.1,782.45,835.5,261592.0,105262872.0,572164927.0
434,2020-05-13,755.0,782.45,0.0,780.3,788.06,839.59,748.3,760.2,0.0,770.3,781.09,834.21,274565.0,123622632.0,406861267.0
435,2020-05-14,762.5,783.69,834.21,773.4,785.1,836.19,760.0,773.62,826.17,768.0,779.88,832.4,220617.0,130117435.0,354206176.0
436,2020-05-15,773.1,780.73,832.4,777.0,785.26,838.47,763.1,771.25,824.59,766.7,773.24,827.03,185787.0,78077818.0,295391972.0
437,2020-05-18,769.5,773.95,0.0,788.0,787.17,837.61,767.1,770.61,0.0,788.0,784.68,836.64,157405.0,87761452.0,312666836.0
438,2020-05-19,805.0,787.27,837.01,813.6,808.17,854.25,792.6,787.27,837.01,799.5,798.59,845.9,158811.0,154360068.0,403904772.0
439,2020-05-20,798.9,799.31,845.92,807.5,802.67,852.91,794.0,793.75,842.21,807.5,802.49,852.91,153550.0,99238208.0,463269930.0
440,2020-05-21,807.5,803.43,852.91,864.0,808.57,862.73,805.1,802.49,852.91,864.0,803.52,854.94,90311.0,130857558.0,365383827.0
441,2020-05-22,789.2,815.51,862.73,794.4,815.51,862.73,768.9,802.82,852.08,768.9,804.55,852.74,183398.0,92976436.0,308307949.0
442,2020-05-25,776.5,803.14,852.74,785.6,809.12,860.45,773.1,799.23,849.3,782.0,807.0,859.06,196856.0,93884648.0,328252655.0
443,2020-05-26,790.0,807.25,859.04,809.4,815.96,869.65,788.1,807.25,859.04,809.4,814.74,869.13,181518.0,153288932.0,341834999.0
444,2020-05-27,810.9,815.01,869.13,812.8,821.36,875.35,781.1,803.31,857.92,782.9,803.31,857.92,208309.0,137064490.0,416811009.0
445,2020-05-28,787.5,801.36,857.48,796.5,810.43,866.17,779.0,800.16,856.48,790.0,804.71,861.52,234116.0,92300259.0,310688883.0
446,2020-05-29,786.0,804.0,861.39,792.8,808.83,866.92,776.4,801.46,859.26,785.0,808.52,865.85,185260.0,72855895.0,340432664.0
447,2020-06-01,794.5,806.23,864.47,811.9,821.14,878.62,793.5,806.23,864.47,811.0,820.21,878.62,147528.0,221951572.0,502502270.0
448,2020-06-02,813.9,821.47,878.67,815.0,827.11,882.73,801.0,818.36,874.58,808.1,818.62,874.8,205836.0,221643143.0,528157885.0
449,2020-06-03,820.1,818.7,874.8,821.0,824.11,881.17,811.8,818.33,874.01,819.0,824.11,881.17,204025.0,87970684.0,410419231.0
450,2020-06-04,821.0,824.29,881.17,822.3,831.49,888.32,813.3,824.29,881.17,815.0,824.29,883.9,131414.0,139964237.0,478669451.0
451,2020-06-05,813.4,823.77,883.4,838.3,825.54,886.59,809.5,818.33,878.5,825.0,825.52,886.59,143854.0,146570247.0,534444017.0
452,2020-06-08,831.5,826.47,886.22,845.0,845.63,905.65,831.0,826.47,886.22,836.5,839.99,900.47,159338.0,171210032.0,645028541.0
453,2020-06-09,836.5,838.52,899.92,838.7,843.58,904.89,827.0,836.13,898.87,827.0,837.02,899.43,157697.0,177998590.0,545400242.0
454,2020-06-10,829.5,837.02,899.43,840.8,842.21,902.69,826.2,827.6,890.53,839.3,839.5,900.0,185721.0,158578674.0,584425365.0
455,2020-06-11,833.9,839.11,900.0,838.5,842.76,903.7,795.0,812.39,873.39,795.0,812.39,873.39,191947.0,185936306.0,724787920.0
456,2020-06-12,783.5,806.87,867.37,806.4,806.87,867.37,779.0,782.7,841.44,805.0,803.66,863.52,300905.0,182914696.0,706381668.0
457,2020-06-15,796.5,807.76,863.52,803.5,813.59,868.16,768.1,781.11,832.47,775.0,781.11,832.47,208388.0,354132504.0,585805030.0
458,2020-06-16,793.0,778.71,832.47,801.5,801.42,858.7,790.9,778.71,832.47,798.0,798.88,856.36,212214.0,108620154.0,454240320.0
459,2020-06-17,798.6,798.82,856.13,802.8,802.06,861.05,793.1,793.2,852.27,800.7,797.32,856.01,176293.0,80355464.0,411552592.0
460,2020-06-18,794.1,796.43,854.44,803.6,800.03,858.03,791.0,788.72,847.49,797.1,799.54,855.27,100844.0,66160226.0,320185484.0
461,2020-06-19,790.0,797.08,855.27,800.0,808.28,868.56,789.0,797.03,855.27,798.6,808.28,868.56,130018.0,119325847.0,496306811.0
462,2020-06-22,800.2,808.28,868.56,805.7,812.99,872.94,793.0,805.24,867.37,797.9,809.97,871.28,156049.0,73684719.0,337562816.0
463,2020-06-23,791.3,809.97,871.28,800.4,812.24,873.2,791.2,803.96,864.02,796.0,807.61,868.2,175272.0,120743088.0,476469428.0
464,2020-06-24,796.0,807.61,868.2,798.3,813.47,873.13,783.5,799.35,857.58,785.0,801.62,859.71,143297.0,78130356.0,363342888.0
465,2020-06-25,776.0,801.62,859.71,782.7,801.62,859.71,775.1,791.38,849.65,781.0,796.51,854.59,172194.0,82100569.0,307692002.0
466,2020-06-26,787.7,796.51,854.59,788.3,803.88,862.59,776.3,793.08,850.66,778.1,795.86,851.98,142205.0,65340867.0,306480899.0
467,2020-06-29,776.6,795.53,851.98,776.7,795.53,851.98,753.7,768.99,826.0,763.0,774.81,829.36,218029.0,124728330.0,400570540.0
468,2020-06-30,769.0,774.81,829.36,770.3,784.44,840.31,751.0,765.62,822.03,752.5,770.53,825.11,197428.0,87672290.0,366463002.0
469,2020-07-01,755.7,770.53,825.11,769.8,787.38,844.26,753.3,770.02,825.11,768.6,786.82,843.49,197988.0,90068171.0,290285642.0
470,2020-07-02,770.9,786.82,843.49,777.9,788.88,845.66,763.4,781.45,838.55,773.0,785.59,841.98,219722.0,63629322.0,205253949.0
471,2020-07-03,774.8,785.59,842.38,776.4,790.3,848.16,769.1,785.59,842.38,772.8,789.87,847.61,326112.0,59643483.0,369192258.0
472,2020-07-06,780.5,789.87,847.61,798.3,803.76,861.85,780.5,789.87,847.61,798.3,803.46,861.16,128165.0,78194458.0,204243740.0
473,2020-07-07,797.1,803.46,861.16,806.1,812.48,870.63,791.9,803.46,861.16,794.0,805.68,863.42,192970.0,95545572.0,337009672.0
474,2020-07-08,793.1,805.68,863.42,802.1,807.09,865.58,791.1,801.57,859.98,802.1,805.06,864.5,182464.0,75107364.0,236205106.0
475,2020-07-09,801.8,805.06,864.5,820.2,819.45,878.36,801.0,805.06,864.5,815.2,817.08,876.46,327946.0,176055942.0,307537391.0
476,2020-07-10,815.0,817.08,876.46,818.0,817.67,878.53,799.1,806.67,868.1,803.7,809.02,871.21,216441.0,90080706.0,302031802.0
477,2020-07-13,811.0,809.02,871.21,813.0,814.35,876.83,799.0,802.5,867.29,802.7,804.71,868.21,318005.0,129530088.0,377002846.0
478,2020-07-14,799.8,806.17,868.72,805.1,806.17,868.72,792.4,798.21,860.28,804.2,805.37,868.11,333185.0,123862459.0,408465476.0
479,2020-07-15,815.0,805.37,868.11,822.0,815.09,876.69,812.6,805.37,868.11,816.4,811.61,871.87,253379.0,55543695.0,237555029.0
480,2020-07-21,799.0,803.36,861.4,805.0,806.34,864.7,793.6,799.98,856.94,805.0,804.7,861.69,155450.0,68492396.0,248557867.0
481,2020-07-22,804.0,804.7,861.69,805.4,806.93,864.0,791.1,797.82,855.04,792.0,797.85,856.91,146210.0,84947310.0,266636154.0
482,2020-07-23,793.6,797.85,855.08,798.3,800.29,857.22,787.7,794.59,851.97,797.1,800.29,856.75,175591.0,77805464.0,242505010.0
483,2020-07-24,792.7,800.29,856.75,793.2,800.29,856.75,759.2,760.56,816.9,765.0,772.29,829.16,234252.0,145438208.0,543914358.0
484,2020-07-27,746.0,772.29,829.16,747.0,772.29,829.16,711.6,726.02,780.64,711.6,729.93,785.17,255235.0,135830746.0,443454961.0
485,2020-07-28,726.9,729.93,785.17,748.0,757.5,814.4,725.6,729.93,785.17,741.7,757.44,813.36,322020.0,106388126.0,334045332.0
486,2020-07-29,728.0,756.17,813.36,732.8,756.17,813.36,698.6,722.85,779.82,720.7,735.47,790.84,354161.0,91989932.0,353290712.0
487,2020-07-30,726.5,735.16,790.84,740.6,746.74,802.97,724.0,735.16,790.84,730.2,746.02,801.13,345555.0,64086297.0,190914175.0
488,2020-07-31,718.0,746.02,801.13,735.3,747.56,803.55,710.3,731.14,786.98,725.0,740.73,798.39,344925.0,66463938.0,252088596.0
489,2020-08-03,731.0,740.73,798.39,745.7,758.24,814.84,731.0,738.64,796.47,742.0,757.86,814.65,231793.0,79561412.0,305419429.0
490,2020-08-04,757.0,757.86,814.65,762.0,768.46,827.57,751.1,757.86,814.65,762.0,768.22,827.57,229582.0,72783138.0,286341576.0
491,2020-08-05,760.0,768.22,827.57,778.9,782.09,839.52,756.7,761.26,820.74,777.5,780.71,837.8,228182.0,109259682.0,308825029.0
492,2020-08-06,779.0,780.71,837.8,786.4,787.27,844.16,768.6,776.04,833.56,776.0,781.6,840.04,260055.0,66657590.0,260948414.0
493,2020-08-07,773.0,781.6,840.04,783.4,785.99,844.33,772.5,778.45,836.97,780.6,782.15,841.46,262204.0,73556798.0,272741767.0
494,2020-08-10,788.5,782.15,841.46,794.4,791.67,849.52,782.4,782.15,841.46,782.4,785.6,843.2,175864.0,77174014.0,306003202.0
495,2020-08-11,787.5,784.3,843.2,788.8,788.92,847.61,778.7,781.04,840.5,787.0,784.57,843.08,206382.0,65364030.0,242241738.0
496,2020-08-12,783.0,784.57,843.08,791.0,790.01,848.54,782.6,784.23,842.88,791.0,788.42,846.92,170996.0,82215400.0,267185839.0
497,2020-08-13,793.9,788.42,846.92,799.5,795.69,855.19,792.1,788.42,846.92,798.3,794.14,855.05,142396.0,63363698.0,259823557.0
498,2020-08-14,799.5,795.09,855.05,803.2,801.61,860.32,788.4,789.12,848.38,793.5,791.98,850.74,183869.0,87234162.0,304360817.0
499,2020-08-17,793.0,791.98,850.74,795.5,793.61,852.05,781.6,782.52,841.62,792.5,791.54,850.15,194082.0,67204423.0,238467032.0
500,2020-08-18,793.5,791.54,850.15,795.0,792.13,850.83,785.0,784.93,845.0,788.0,788.23,846.43,193812.0,46737922.0,239319490.0
501,2020-08-19,789.3,786.95,846.43,794.1,791.85,853.15,786.1,786.01,846.43,793.0,789.66,851.21,136376.0,54813866.0,244242204.0
502,2020-08-20,789.3,789.41,851.21,793.1,793.35,856.99,782.0,783.57,847.44,785.0,785.78,848.21,145056.0,80400420.0,280839182.0
503,2020-08-21,785.7,786.11,848.21,792.9,795.05,856.45,783.0,786.11,848.21,792.9,793.22,855.15,142491.0,78516980.0,271271060.0
504,2020-08-24,801.5,793.6,854.78,815.5,810.17,868.68,801.5,793.46,854.78,815.5,809.34,868.68,138551.0,107256631.0,377110132.0
505,2020-08-25,822.5,809.69,868.68,823.5,818.94,877.57,813.0,809.34,868.68,813.0,815.27,874.12,174949.0,110845460.0,393299973.0
506,2020-08-26,812.0,815.18,874.12,819.0,816.68,876.97,811.5,811.45,871.78,813.2,812.36,873.47,156643.0,94644454.0,356532767.0
507,2020-08-27,812.6,812.36,873.47,819.0,814.64,875.71,812.6,810.68,871.93,819.0,814.55,874.78,125238.0,76593166.0,334655350.0
508,2020-08-28,823.0,814.55,874.71,831.1,828.88,885.86,822.7,814.55,874.71,823.0,821.93,878.98,141052.0,130279968.0,407240463.0
509,2020-08-31,829.1,821.93,878.98,830.4,831.76,888.41,821.5,820.66,878.98,824.1,823.93,881.65,137544.0,88612068.0,348539803.0
510,2020-09-01,821.4,823.93,881.65,838.0,832.87,892.51,821.2,821.74,880.79,837.4,832.03,891.87,141485.0,86616522.0,304498229.0
511,2020-09-03,847.4,832.03,891.73,850.0,844.27,903.97,836.7,832.03,891.73,850.0,843.64,903.97,172267.0,132135656.0,389252073.0
512,2020-09-04,838.1,843.64,903.97,846.6,843.64,903.97,836.6,833.54,893.86,844.8,840.54,901.54,171193.0,108652746.0,360797593.0
513,2020-09-07,848.0,840.54,901.54,848.0,843.8,905.72,821.7,824.36,888.25,821.7,824.36,888.25,164502.0,116830994.0,468770991.0
514,2020-09-08,824.6,824.36,888.25,830.7,829.22,894.58,817.7,819.02,884.93,829.5,827.57,890.14,213951.0,90941139.0,294834503.0
515,2020-09-09,819.8,827.57,890.14,831.1,828.38,892.4,815.0,816.51,881.57,830.0,824.42,889.32,220033.0,91762352.0,314233690.0
516,2020-09-10,832.4,824.42,889.32,836.5,832.61,896.78,823.5,824.42,888.82,823.5,825.85,888.82,155251.0,143929577.0,392134533.0
517,2020-09-11,824.7,825.85,888.82,830.1,827.83,890.98,821.6,821.97,884.67,827.9,826.82,888.97,140146.0,67261332.0,303798675.0
518,2020-09-14,831.9,825.56,888.97,836.4,833.09,895.31,831.2,825.56,888.97,834.0,831.69,894.4,98663.0,72573790.0,357129163.0
519,2020-09-15,834.2,832.24,894.57,835.9,835.42,898.74,832.3,831.13,894.57,833.0,833.48,895.85,73651.0,104809510.0,365828818.0
520,2020-09-16,832.5,833.33,896.26,834.6,834.52,897.58,831.6,831.33,894.63,834.6,834.5,897.47,55349.0,60825952.0,295235407.0
521,2020-09-17,833.3,834.5,897.47,836.5,837.76,899.41,827.2,829.08,890.93,831.0,835.71,894.04,68962.0,97308330.0,395630932.0
522,2020-09-18,834.9,831.84,894.04,847.7,842.1,902.11,833.4,831.84,894.04,846.3,841.65,901.89,111328.0,99670540.0,309500011.0
523,2020-09-21,846.2,841.26,900.95,856.8,852.65,909.78,846.0,841.26,900.95,848.0,849.05,907.94,129676.0,118873950.0,400100665.0
524,2020-09-22,846.3,851.54,907.94,853.5,854.69,909.69,845.3,846.09,902.47,850.0,852.72,906.19,132599.0,134582526.0,396445677.0
525,2020-09-23,854.5,852.72,906.19,858.5,860.34,913.52,851.5,852.72,906.19,854.1,858.3,912.5,130207.0,123524592.0,387869657.0
526,2020-09-24,851.3,858.3,912.5,854.2,858.89,914.51,847.8,852.29,907.78,853.1,853.21,909.66,107401.0,101064744.0,402527283.0
527,2020-09-25,856.6,853.21,908.58,856.8,856.79,911.3,848.5,850.1,905.56,854.9,854.71,908.27,98766.0,117117926.0,362158417.0
528,2020-09-28,858.5,854.71,908.27,862.9,863.51,913.6,856.1,854.71,908.27,862.9,863.43,912.34,89829.0,108390510.0,622857120.0
529,2020-09-29,864.8,863.31,912.5,868.0,871.99,917.41,854.1,856.2,904.69,854.1,856.2,905.28,119847.0,149742942.0,482108538.0
530,2020-09-30,855.0,856.2,903.98,860.3,860.1,907.0,851.3,852.54,900.44,859.8,858.54,905.21,157797.0,113734144.0,349512199.0
531,2020-10-01,864.0,858.54,905.21,867.0,868.3,914.09,861.7,858.54,905.21,867.0,867.58,914.09,111415.0,115854218.0,359593655.0
532,2020-10-02,865.9,867.58,914.09,867.5,870.8,916.67,854.5,850.61,897.72,861.5,861.51,909.28,131206.0,164220658.0,584507406.0
533,2020-10-05,866.6,861.51,909.91,869.5,869.09,915.55,864.1,861.51,909.91,868.8,867.7,914.18,87890.0,129415276.0,456326506.0
534,2020-10-06,871.8,867.48,914.68,872.0,872.39,918.93,864.0,866.12,912.77,867.7,871.37,915.67,118790.0,153120418.0,498910880.0
535,2020-10-07,867.2,871.37,915.67,873.0,876.31,923.57,866.7,867.06,912.69,867.0,870.85,919.72,109263.0,163147510.0,536148878.0
536,2020-10-08,868.8,870.85,919.72,869.4,873.13,922.08,864.7,864.55,913.89,868.7,869.7,918.84,105263.0,139981988.0,474469750.0
537,2020-10-09,869.3,869.82,918.84,871.7,875.52,924.0,868.1,868.36,917.7,871.6,874.53,924.0,78816.0,122476658.0,396603184.0
538,2020-10-12,874.9,874.53,924.0,878.6,882.74,933.13,873.0,871.58,923.28,875.0,874.9,925.83,89022.0,143278560.0,460329723.0
539,2020-10-13,874.3,874.9,925.83,876.9,879.25,930.87,872.5,872.36,923.78,876.4,878.35,929.86,71410.0,116656604.0,359688925.0
540,2020-10-14,877.4,878.42,929.86,894.8,892.25,940.18,877.0,878.02,929.86,894.8,892.15,940.18,92690.0,240967487.0,476486741.0
541,2020-10-15,898.0,892.15,940.18,903.0,901.71,945.93,893.1,892.15,938.7,899.2,899.2,942.76,95986.0,179955209.0,450125326.0
542,2020-10-16,892.9,899.2,942.76,898.0,906.17,946.21,888.6,892.7,936.34,895.1,901.59,943.3,137000.0,176501010.0,424929531.0
543,2020-10-19,898.0,901.59,943.3,903.4,906.16,946.29,896.7,899.61,941.92,903.4,903.52,943.85,94144.0,143363262.0,404104045.0
544,2020-10-20,901.1,903.51,943.69,911.2,909.43,944.54,899.6,899.42,937.38,911.2,909.19,943.53,106523.0,176410466.0,418868375.0
545,2020-10-21,913.7,909.49,944.42,918.4,918.14,948.2,906.2,905.39,939.0,908.5,906.1,939.03,121070.0,181791788.0,514447316.0
546,2020-10-22,906.3,906.1,939.03,924.0,915.08,949.9,903.9,901.96,933.78,924.0,915.08,949.9,121745.0,145012908.0,370101073.0
547,2020-10-23,927.3,918.3,949.9,937.1,930.59,961.26,925.5,918.3,949.9,935.0,930.3,961.26,123495.0,201125990.0,420816333.0
548,2020-10-26,935.5,930.3,961.26,949.5,942.72,970.14,927.0,919.56,950.8,927.0,919.56,950.8,126495.0,167757366.0,486719188.0
549,2020-10-27,926.0,919.56,950.8,931.9,926.52,954.72,917.0,914.72,946.28,920.0,915.46,946.47,176384.0,213543912.0,451337869.0
550,2020-10-28,919.7,915.46,946.47,921.9,916.0,946.91,894.5,890.19,921.92,895.9,890.76,921.92,177747.0,175567230.0,460570212.0
551,2020-10-29,891.1,888.88,921.05,899.5,894.19,925.84,879.7,879.74,914.33,887.5,882.32,916.82,213258.0,136419142.0,345535467.0
552,2020-10-30,890.7,886.68,919.08,896.6,893.42,926.32,875.1,876.11,911.2,896.6,892.55,925.47,214277.0,138974076.0,313733576.0
553,2020-11-02,900.1,892.55,925.47,907.0,900.03,933.68,895.4,889.83,924.14,904.0,899.27,933.68,132589.0,85972132.0,297071930.0
554,2020-11-03,909.3,899.27,933.68,910.8,904.78,937.57,903.7,897.3,932.18,908.3,902.14,934.96,116107.0,111900695.0,315610725.0
555,2020-11-04,909.0,902.14,935.41,918.1,910.59,943.56,906.7,900.74,933.86,912.3,905.48,939.76,124814.0,124879395.0,350261615.0
556,2020-11-05,913.7,905.48,939.76,919.9,913.2,945.51,910.0,903.64,937.75,910.2,903.64,937.75,130341.0,106957399.0,306089969.0
557,2020-11-06,911.2,905.45,939.36,912.7,907.67,941.2,903.3,899.51,934.63,908.3,902.91,938.83,110492.0,80619982.0,278698236.0
558,2020-11-09,914.2,902.91,938.29,923.0,917.42,951.99,913.8,902.91,938.29,923.0,917.42,951.99,96358.0,124893174.0,384772870.0
